Index,Label_GT,Predicted_Label,Lipschitz_Constant,Robust_Epsilon,Adv_Epsilon_AA,Adv_Epsilon_PGD
0,0,0,1.0,1.8217466,1.9531763,1.96537
1,0,0,1.0,2.0785058,2.385712,2.383808
2,0,0,1.0,2.117814,2.4216976,2.4249823
3,0,0,1.0,3.9895344,4.119521,4.1205735
4,0,0,1.0,3.5977595,3.7586575,3.7589471
5,0,0,1.0,3.214799,3.3664303,3.3719873
6,0,0,1.0,2.146869,2.4325616,2.4433384
7,0,0,1.0,2.9655879,3.1828918,3.1799421
8,0,0,1.0,3.3513803,3.4921432,3.4876308
9,0,0,1.0,1.6075324,1.8478369,1.8556621
10,0,0,1.0,3.4519238,3.5921729,3.5943227
11,0,0,1.0,2.9381728,3.1388204,3.1530316
12,0,0,1.0,2.547547,2.8811903,2.886567
13,0,0,1.0,1.934018,2.2162185,2.210662
14,0,0,1.0,2.0725422,2.3608506,2.355666
15,0,0,1.0,2.5712368,2.7443144,2.7419267
16,0,0,1.0,1.0362713,1.158876,1.1738971
17,0,0,1.0,1.0443317,1.159959,1.1616817
18,0,0,1.0,2.833138,3.1253707,3.1261365
19,0,0,1.0,2.4983454,2.6870427,2.6946037
20,0,0,1.0,2.491453,2.8447104,2.8406484
21,0,0,1.0,1.5085022,1.7484933,1.7531313
22,0,0,1.0,1.7967933,2.0826178,2.0860233
23,0,0,1.0,2.5230973,2.7765188,2.7806652
24,0,0,1.0,2.4455426,2.6863275,2.6716807
25,0,0,1.0,3.1257086,3.4359858,3.43307
26,0,0,1.0,1.8099926,2.058403,2.059603
27,0,0,1.0,2.6345801,2.9540262,2.9754896
28,0,0,1.0,1.4188188,1.6231499,1.6320809
29,0,0,1.0,2.6172001,2.9113204,2.9114203
30,0,0,1.0,2.172175,2.7229755,2.7249649
31,0,0,1.0,2.2585928,2.5789144,2.583388
32,0,0,1.0,2.168204,2.612252,2.6338773
33,0,0,1.0,3.4416184,3.5874314,3.5933864
34,0,0,1.0,3.1624913,3.4184847,3.417943
35,0,0,1.0,2.9975357,3.2381675,3.2283695
36,0,0,1.0,2.6645732,2.9367878,2.9543316
37,0,0,1.0,2.676126,2.9572034,2.9658823
38,0,0,1.0,2.5942473,2.8741271,2.8792052
39,0,0,1.0,2.3741503,2.61799,2.6241376
40,0,0,1.0,1.1869631,1.2839357,1.2949786
