Index,Label_GT,Predicted_Label,Lipschitz_Constant,Robust_Epsilon,Adv_Epsilon_AA,Adv_Epsilon_PGD
1,0,0,1.0,0.3496229,1.5502295,1.916927
2,0,0,1.0,0.13969153,0.6655131,0.8732992
3,0,0,1.0,0.1685597,0.78753966,0.9742517
4,0,0,1.0,0.18583024,0.86364305,1.1508601
5,0,0,1.0,0.3157398,1.430589,1.7984996
6,0,0,1.0,0.30577415,1.4137657,1.7910519
7,0,0,1.0,0.06562792,0.31114691,0.43479022
8,0,0,1.0,0.3217299,1.6402177,1.9918573
9,0,0,1.0,0.041682042,0.2284363,0.38707727
10,0,0,1.0,0.5669894,2.728335,3.3219976
